Month,Reported by,Falls within,Easting,Northing,Location,Crime type,Context
2012-03,Cumbria Constabulary,Cumbria Constabulary,304389,535819,On or near Greenwood Terrace,Violent crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,303720,517541,On or near Sports/Recreation Area,Violent crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,300340,528233,On or near Chilton Street,Violent crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,297437,518319,On or near Senhouse Street,Violent crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,300096,528692,On or near Oxford Street,Violent crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,340283,496874,On or near St Martin'S Place,Violent crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,300428,510835,On or near Spenser Close,Violent crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,319115,468792,On or near Burnaby Street,Violent crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,303520,536590,On or near High Street,Violent crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,297910,515488,On or near Derwentwater Road,Violent crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,297468,518243,On or near Duke Street,Violent crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,351357,492628,On or near Parking Area,Violent crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,299359,527317,On or near Salisbury Street,Violent crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,303854,535538,On or near Mosedale Crescent,Violent crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,308830,504002,On or near Low Lonnin,Violent crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,320228,468717,On or near St George'S Square,Violent crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,320303,468932,On or near Cross Street,Violent crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,320524,468890,On or near Telford Street,Violent crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,323063,474376,On or near Lancaster Street,Violent crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,342036,553526,On or near Harris Crescent,Violent crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,343426,554077,On or near Parkland Drive,Violent crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,352674,561308,On or near Green Croft,Violent crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,365753,492086,On or near Finkle Street,Violent crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,297180,518048,On or near Market Place,Violent crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,340350,555479,On or near Collier Lane,Violent crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,297329,518000,On or near Roper Street,Violent crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,299842,527007,On or near Needham Drive,Violent crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,300211,527098,On or near Lady Court,Violent crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,297860,519139,On or near North Road,Violent crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,297890,515853,On or near Newlands Avenue,Violent crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,299804,527200,On or near Crummock Road,Violent crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,322935,474385,On or near Fair View,Violent crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,340399,497039,On or near Theatre/Concert Hall,Violent crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,319581,471915,On or near Hazel Gill,Violent crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,304039,535990,On or near Victory Crescent,Violent crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,319531,471615,On or near Morecambe Crescent,Violent crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,320448,469222,On or near Florence Street,Violent crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,300936,508735,On or near Wodow Road,Violent crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,340412,555852,On or near St Pauls Square,Violent crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,340827,555901,On or near Lismore Place,Violent crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,320448,469222,On or near Florence Street,Violent crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,320242,469395,On or near Arnside Street,Violent crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,303415,516737,On or near Frizington Road,Violent crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,319785,469237,On or near Slater Street,Violent crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,339872,555872,On or near West Walls,Violent crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,303409,536505,On or near Well Lane,Violent crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,303692,536839,On or near Camp Street,Violent crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,314463,479270,On or near Prison,Violent crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,314893,542216,On or near East Crescent,Violent crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,320642,469300,On or near Mardale Grove,Violent crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,320793,471254,On or near Wheatclose Road,Violent crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,300340,528233,On or near Chilton Street,Violent crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,339985,556007,On or near St Mary'S Gate,Violent crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,340251,555575,On or near Court Square,Violent crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,340287,555794,On or near Nightclub,Violent crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,303717,536531,On or near Parking Area,Violent crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,323501,466052,On or near St Michaels Road,Violent crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,343607,548966,On or near Wreay Gardens,Violent crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,301079,510667,On or near Supermarket,Violent crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,340744,555144,On or near Woodrouffe Terrace,Violent crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,308146,543097,On or near The Square,Violent crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,299728,528608,On or near Byron Street,Violent crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,339724,555240,On or near Collingwood Street,Violent crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,340239,555688,On or near Citadel Row,Violent crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,321679,468966,On or near Longway,Violent crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,320074,470550,On or near Highfield Road,Violent crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,320074,470550,On or near Highfield Road,Violent crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,320038,468996,On or near Spring Street,Violent crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,319160,468817,On or near Stanley Road,Violent crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,303386,517215,On or near Supermarket,Violent crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,299668,528777,On or near Milburn Street,Violent crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,304511,535781,On or near Pecklewell Lane,Violent crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,319404,469843,On or near Blake Street,Violent crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,332242,558955,On or near Station Road,Violent crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,340843,555277,On or near Flower Street,Violent crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,340317,557799,On or near Maple Grove,Violent crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,341108,553202,On or near Lakeview Avenue,Violent crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,352626,560884,On or near Well Lonning Close,Violent crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,351333,530904,On or near Canny Croft,Violent crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,300661,527488,On or near Alexander Close,Violent crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,338157,554392,On or near Whinrigg,Violent crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,351483,492918,On or near Theatre/Concert Hall,Violent crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,338157,554392,On or near Whinrigg,Violent crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,340278,555616,On or near English Street,Violent crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,326563,523647,On or near Stanger Street,Violent crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,350878,528857,On or near A66,Violent crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,352465,529421,On or near Carleton Hall Road,Violent crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,340115,554015,On or near Jubilee Road,Violent crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,340345,556085,On or near Pedestrian Subway,Violent crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,340701,555726,On or near Aglionby Street,Violent crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,300414,527190,On or near Crosthwaite Court,Violent crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,310981,553569,On or near Nightclub,Violent crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,340260,555705,On or near The Crescent,Violent crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,315790,478631,On or near St Luke'S Road,Violent crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,297884,519493,On or near Brayton Road,Violent crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,297036,516529,On or near Brakeside Gardens,Violent crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,301667,530417,On or near Jackson Street,Violent crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,300428,510835,On or near Spenser Close,Violent crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,340590,497169,On or near North Terrace,Violent crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,340513,554545,On or near Supermarket,Violent crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,321179,471847,On or near Hospital,Violent crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,321179,471847,On or near Hospital,Violent crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,321725,469717,On or near Abbotsmead Approach,Violent crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,299140,516820,On or near Wythburn Road,Violent crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,339375,557983,On or near Briar Bank,Violent crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,318371,467746,On or near Westminster Avenue,Violent crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,351218,530586,On or near Foster Street,Violent crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,352812,493274,On or near Rydal Road,Violent crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,351651,530241,On or near Market Court,Violent crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,300428,511027,On or near Milton Road,Violent crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,297376,518376,On or near Williamson Lane,Violent crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,297658,518155,On or near Michael Street,Violent crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,319969,468895,On or near Fisher Street,Violent crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,304389,535819,On or near Greenwood Terrace,Violent crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,319404,469241,On or near Petrol Station,Violent crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,301228,515440,On or near Norbeck Park,Violent crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,299873,527241,On or near Moorclose Croft,Violent crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,337665,503306,On or near Parking Area,Violent crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,340550,555944,On or near Currie Street,Violent crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,340095,555709,On or near Supermarket,Violent crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,298843,516233,On or near Cambridge Road,Violent crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,303404,535747,On or near Garner Street,Violent crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,304767,535758,On or near Mulgrew Close,Violent crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,311842,540814,On or near Osborne Place,Violent crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,319744,468985,On or near Nightclub,Violent crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,319785,469237,On or near Slater Street,Violent crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,319785,469237,On or near Slater Street,Violent crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,321138,469434,On or near Colchester Place,Violent crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,334464,542639,On or near B5305,Violent crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,299359,517004,On or near Cleator Moor Road,Violent crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,298159,520639,On or near Brewery Brow,Violent crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,300262,527488,On or near Coniston Drive,Violent crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,350766,494311,On or near Kettlewell Road,Violent crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,303250,536333,On or near Irish Street,Violent crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,351483,492918,On or near Theatre/Concert Hall,Violent crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,304767,535758,On or near Mulgrew Close,Violent crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,304423,535878,On or near Brooklands Avenue,Violent crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,336943,486365,On or near The Colonnade,Violent crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,300531,527371,On or near Udale Court,Violent crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,301661,530678,On or near Brown'S Place,Violent crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,340424,555910,On or near Spencer Street,Violent crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,300153,528439,On or near Gray Street,Violent crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,320388,470452,On or near Victoria Road,Violent crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,351588,492551,On or near Edgecombe Court,Violent crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,300497,522595,On or near Belle Vue Crescent,Violent crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,302520,514778,On or near Robert Owen Avenue,Violent crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,325526,548453,On or near Supermarket,Violent crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,321554,477502,On or near Dalton Road,Violent crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,297432,518471,On or near Bransty Row,Violent crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,339211,555391,On or near Weardale Road,Violent crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,341201,498316,On or near Ellerthwaite Square,Violent crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,341077,555151,On or near Oswald Street,Violent crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,341539,485983,On or near Tarn Green Road,Violent crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,297910,515488,On or near Derwentwater Road,Violent crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,298620,515909,On or near Egremont Road,Violent crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,346751,554663,On or near Parking Area,Violent crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,301187,529907,On or near Seaton Road,Violent crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,351579,492212,On or near Parking Area,Violent crime,
2012-03,Cumbria Constabulary,Cumbria Constabulary,351244,491674,On or near Vicarage Drive,Violent crime,
